ID,Aat2,Acon1,Acon5,Acy1,Anna,Baez,Baron_harkonnen,Beatles,Bertha,Black_Crow,Blackbird,Blue_Jay,C1,C147,C204,C21,C216_pigtail,C234,C259,C278_PT,C294,C316,C334,C367,C368_PigTail,C485,C487_PigTail,C536,Cactus_tree,Carey,Carnival,Cool_water,Coyote,Darwi_Odrade,Daytripper,Deadpool,Diamond_Joe,Emma_Frost,G3pdh1,Glass_onion_v2,Handy_dandy,Harvest,Heartland,i-109,i-113,i-114,i-120_PigTail,i-126,i-127,i-132,i-135,i129,Imagine,Jackstraw_PigTail,Jam_session,Jericho,Jerry-Garcia,Jokerman,Jude,Julia,Kitty_Pryde,Maggie_mae,Majesty,Miles_teg,Million_miles,Monkey,Mozambique,Neil_Young,Nettie_Moore,Pam,Percy,Pgm1,Piggies,Psylocke,Queen_jane,Ramble,red_ant,Sam_Stonev2,Seastones,Sinv-25,Sinv12,Siona,Sol-11,Sol-18,Sol-20,Sol-42f,Sol-49,Sol-6,Sol-J1,Sol-M2,Sol-M3,Starr,st_stephen,Sun_King,sunrise,Sway,Taxman,Tombstone_blues,Trouble,Tweedy,Walrus,Weight,Wigwam,Workingman_Blues,Yellow_submarine
348,0,NA,0,0,0,1,NA,0,1,1,1,1,0,1,1,1,0,0,1,NA,0,1,0,0,0,1,0,NA,0,1,0,0,1,1,0,0,1,0,1,1,1,1,1,1,0,NA,NA,NA,1,NA,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,1,NA,1,1,1,1,0,0,0,0,1,1,0,0,0,1,0,1,1,1,0,1,0,0,0,0,1,0,1,1,1,0,1,1,1,0,0,0
349,1,NA,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,0,1,1,1,1,1,0,0,1,0,1,0,0,0,1,1,1,1,1,0,1,1,0,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,1,0,1,1,1,1,0,0,0,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0
350,0,NA,NA,0,1,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,1,1,0,0,0,0,NA,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,1,0,1,0,0,1,0,1,0,1,1,1,0,0,1,0,NA,1,0,1,0,0,1,0,1,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1,NA,1,0,0,0,0,1,0
351,0,NA,0,0,1,0,1,0,0,1,0,0,1,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1,0,0,NA,0,1,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0
353,0,NA,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,1,0,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0,0,1,1,0,1,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1,1,0,0,0,1,1,1,0,NA,0,1,1,1,1,0
354,0,NA,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,0,0,0,1,0,0,1,1,0,0,0,1,NA,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,1,1,0,1,1,1,1,1,1,0,0,0,0,1,1,1,0,1,1,1,0,1,1,1
355,0,NA,0,0,0,1,0,0,1,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,1,1,1,0,1,1,1,1,1,0,0,1,0,1,0,1,0,0,NA,1,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,1,0,0,1,1,1,0,0,0,1,0,0,NA,1,1,1,0,1,1,1,0,0,0,1
356,0,NA,0,0,1,0,0,0,1,0,0,0,NA,1,1,0,1,0,1,0,1,0,NA,NA,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
357,0,NA,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,1,0,0,1,0,0,1,1,0,1,1,0,0,1,1,0,0,0,0,1,0,1,1,0,1,1,0,1,0,0
358,0,NA,0,1,1,NA,0,0,1,1,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,1,0,1,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,1,1,0,0,1,1,0,1,1,0,0,0,0,1,0
359,0,NA,1,0,0,0,0,NA,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1,0,1,1,1,NA,0,0,1,1,1,1,0,0,NA,0,1,1,0,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0
360,0,NA,0,0,1,0,0,0,1,1,0,1,1,1,1,1,1,0,0,NA,0,0,0,1,0,1,0,NA,1,0,1,0,1,1,0,0,0,1,0,0,1,1,1,1,1,NA,NA,NA,1,NA,NA,1,0,0,1,1,0,1,0,1,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,1,1,NA,1,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,1
361,0,NA,0,0,1,0,0,0,1,1,0,1,1,1,0,0,1,0,1,1,1,0,0,1,1,1,1,1,0,0,1,1,0,1,0,0,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,1,1,0,1,1,0,0,1,0,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0
362,0,NA,0,NA,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,1,1,0,1,1,1,1,1,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
363,0,NA,0,1,0,1,0,0,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,1,0,1,0,0,0,0,1,0,1,1,1,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,0,1,1,1,0,0,1,0,0,0,0
364,0,NA,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,1,0,1,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,1,1,0,1,1,0,0,0,1,1,0,0,1,0,1,1,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1
365,0,NA,0,0,0,NA,0,0,1,1,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,1,0,0,1,NA,1,1,0,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,1,1,0,1,1,0,1,1,0,0,0,0,0,1,NA,0,0,1,1,1,0,0,1,0
366,0,NA,1,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1,1,0,1,1,0,1,1,1,0,1,0,0,1,1,0,0,1,1,1,0,1,0,1,1,0,0,0,1,1,0,0,1,0,0,1,1,0,1,1,0,0,1,0,0,0,1,1,0,1,1,0,1,0,0,1,0,1,0,0,0,1,1,0,1,1,1,0,0,0,1,0,0,NA,0,1,0,1,0,1,1,0,0,0,0
367,0,NA,1,0,1,0,0,0,1,1,0,1,0,1,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,1,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,1,1,0,1,0,1,1,1,1,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,1,0,1,0,1,1,0,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1
368,0,NA,0,0,0,0,1,0,1,0,0,1,1,0,1,0,1,1,0,0,1,0,0,0,NA,0,1,1,1,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0,1,NA,0,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0
369,0,NA,0,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,1,1,1,1,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,1,1,1,1,1,0,0,1,0,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,0,0,0,0,1,0,0,0,1,1,1,1,0,0,1,0,0,NA,0,1,1,1,0,1,1,0,0,1,0,0
371,0,0,NA,0,NA,0,0,NA,0,NA,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,1,1,1,1,0,NA,1,NA,NA,0,0,NA,0,1,0,NA,1,NA,1,0,0,1,1,0,1,1,0,0,0,NA,1,0,NA,0,1,1,NA,0,NA,1,0,0,0,NA,0,NA,1,0,1,0,NA,1,0,0,1,0,NA,0,1,1,1,1,1,1,1,0,0,0,NA,1,NA,1,NA,NA,0,0,0,0,0,0
372,0,0,NA,0,NA,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,1,0,0,0,1,0,0,1,1,1,NA,0,0,NA,0,0,0,0,0,0,NA,NA,NA,0,0,1,0,1,1,1,0,1,0,0,1,0,1,NA,1,NA,0,NA,NA,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,1,1,0,0,1,1,1,0,NA,0,0,0,1,NA,0,0,0,0,1,0
373,0,0,NA,0,1,1,1,NA,1,NA,0,1,0,0,1,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,NA,0,0,NA,1,0,NA,NA,0,0,NA,0,0,0,1,1,1,1,0,1,1,0,0,0,NA,1,1,NA,0,1,0,0,1,NA,0,1,0,NA,NA,0,NA,0,1,1,1,NA,0,1,1,1,0,0,1,0,1,1,1,1,1,0,0,0,0,NA,0,NA,1,NA,NA,NA,0,0,NA,1,1
374,0,0,0,0,1,0,0,NA,0,NA,1,0,1,0,1,0,1,1,1,0,1,1,0,0,0,1,1,1,0,1,0,1,0,NA,1,0,NA,NA,0,1,NA,0,0,1,1,1,0,1,1,1,0,0,0,0,NA,1,1,NA,1,0,0,0,1,NA,1,0,0,1,NA,0,NA,0,1,1,0,NA,1,1,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,NA,0,NA,1,NA,NA,0,0,0,NA,1,NA
375,0,0,0,0,1,1,0,0,1,NA,0,1,0,1,1,0,1,1,0,0,1,1,0,0,1,1,NA,1,1,1,0,0,NA,NA,0,0,NA,NA,1,0,NA,NA,0,1,1,1,1,1,1,1,1,0,0,1,NA,1,0,NA,0,0,0,NA,0,1,0,0,1,0,NA,0,NA,0,1,1,1,0,0,0,1,0,0,1,0,1,1,1,1,1,1,1,1,0,0,NA,1,NA,1,NA,NA,NA,0,0,NA,1,0
376,0,0,0,0,1,0,0,0,1,NA,1,1,0,1,0,0,1,0,1,0,1,0,0,1,1,1,0,0,1,1,1,0,0,1,0,0,NA,0,0,0,0,1,NA,1,1,1,0,0,0,1,0,0,0,0,NA,1,1,0,0,NA,0,0,1,0,0,1,1,0,1,0,NA,0,1,1,0,NA,0,1,0,0,0,NA,0,0,0,1,0,0,0,1,1,0,0,NA,0,1,0,0,NA,1,0,0,NA,1,1
377,1,0,1,0,NA,1,0,NA,0,NA,0,1,1,0,0,0,1,1,0,0,0,1,1,0,1,0,0,1,NA,0,NA,0,0,0,0,0,NA,0,0,0,NA,1,NA,1,0,1,1,1,1,1,0,1,0,1,NA,1,0,NA,1,NA,1,0,0,0,1,0,0,1,NA,1,NA,0,0,1,0,0,0,1,1,0,0,NA,1,0,1,1,1,0,1,1,1,1,0,NA,0,0,1,0,NA,0,0,0,NA,1,0
378,0,0,1,0,NA,1,0,0,0,NA,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,NA,0,1,NA,0,0,1,NA,1,NA,1,1,0,1,1,1,1,1,0,0,1,NA,1,1,1,0,NA,0,NA,1,0,1,0,0,0,1,1,NA,1,0,1,0,0,0,1,0,0,0,NA,1,0,0,1,1,1,0,1,NA,1,0,NA,1,1,0,NA,NA,0,0,0,NA,1,0
379,0,0,NA,0,1,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,1,1,0,1,1,0,1,0,0,NA,0,1,0,0,0,0,1,1,NA,1,0,1,1,0,0,0,0,0,0,1,0,1,0,NA,1,0,0,NA,0,1,0,1,1,1,0,1,NA,0,1,0,NA,0,0,1,0,0,0,NA,1,0,1,0,0,1,0,1,1,0,0,NA,0,1,1,NA,NA,1,0,0,NA,0,1
381,1,0,0,0,NA,0,0,NA,0,NA,1,1,1,1,0,0,0,1,0,0,1,0,0,0,1,1,0,1,1,1,NA,0,1,NA,0,1,NA,NA,1,0,NA,1,NA,0,0,0,1,0,NA,1,0,0,0,0,NA,1,0,1,1,NA,0,NA,0,NA,0,0,0,0,0,1,NA,0,0,1,0,NA,0,0,0,1,0,NA,1,1,1,1,1,1,0,0,0,1,0,NA,0,0,1,0,NA,0,NA,0,NA,1,NA
382,1,0,0,0,NA,1,1,0,0,NA,0,1,1,1,0,0,1,1,1,0,0,1,0,0,0,1,0,1,1,1,0,0,1,NA,1,0,0,0,0,1,0,1,NA,1,1,NA,0,1,1,0,1,0,0,0,0,1,1,1,0,0,1,0,0,NA,1,0,0,0,0,0,1,0,0,1,1,0,0,1,1,1,0,NA,1,0,1,1,1,0,0,1,0,0,0,NA,1,1,1,0,1,0,0,0,NA,1,0
383,0,0,0,0,NA,0,0,NA,1,NA,0,0,1,0,1,1,0,1,0,0,1,0,0,1,1,1,1,1,0,0,0,0,NA,NA,1,1,NA,0,0,NA,0,0,NA,1,1,NA,0,NA,0,0,0,0,0,0,NA,0,0,NA,1,NA,1,0,0,NA,0,0,0,NA,NA,0,NA,0,0,1,1,0,1,1,0,1,0,NA,1,1,1,1,1,1,1,0,0,0,0,NA,1,NA,0,0,NA,1,0,NA,NA,0,1
384,1,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,1,1,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,NA,0,0,0,0,0,1,0,1,NA,0,1,NA,0,NA,0,0,1,0,0,0,0,1,1,NA,0,0,0,0,1,NA,1,0,1,1,1,0,NA,0,0,1,0,0,0,1,1,1,0,NA,1,0,0,0,1,0,1,0,0,0,0,NA,1,1,1,0,NA,0,0,0,NA,1,0
385,0,0,0,0,NA,0,0,0,0,0,0,1,1,1,1,0,1,1,1,0,1,1,0,0,0,1,1,1,1,1,1,1,1,NA,0,1,NA,0,1,0,0,0,1,1,0,0,1,0,1,1,1,0,0,1,0,1,1,0,1,0,1,0,0,NA,0,1,1,1,1,0,0,1,0,0,1,1,0,1,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,NA,0,0,1,NA,0,0
387,1,0,0,0,0,1,0,0,1,1,1,0,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0,1,1,1,1,0,0,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,1,0,1,1,1,1,0,1,0,0,0,1,1,0,1,0,0,0,0,1,1,1,1,0,1,1,0,0,NA,1,1,1,0,NA,1,1,0,0,1,0
388,1,0,1,0,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,1,1,1,1,0,1,NA,0,0,0,0,0,1,1,0,0,1,1,NA,0,1,0,1,1,0,1,1,1,0,0,0,1,1,1,0,1,1,1,0,1,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,1,0,1,1,1,0,1,0,1,1,0,0,1,1,0,1,1,1,1,0,0,1,1
389,0,1,1,0,1,1,0,0,1,1,0,0,0,1,1,0,1,1,1,0,1,0,0,1,1,1,0,1,1,1,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,1,1,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,1,1,1,0,1,1,1,0,1,0,1,1,0,0,0,1,0,0,1,1,1,0,0,1,1,0,0,0,1,1,0,1,0,1,1,0,0,1,1
391,0,1,0,0,1,1,0,0,0,0,0,1,0,1,1,1,0,1,1,1,0,1,0,0,0,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,1,1,0,1,0,0,0,1,1,1,0,1,0,1,0,1,0,1,1,1,1,0,0,0,1,1,0,0,0,1,0,0,NA,1,0
392,0,0,0,0,1,1,0,0,1,1,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,1,1,1,1,1,0,0,1,1,0,0,1,1,0,1,1,0,0,0,0,0,1,NA,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
393,0,0,0,0,1,0,0,0,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,1,0,0,0,1,0,0,1,1,1,1,0,0,1,NA,1,0,0,0,NA,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,1,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,1,1,0,0,1
394,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,1,1,0,1,0,1,1,0,0,1,0,0,1,NA,1,1,1,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,1,1,0,NA,0,0,0,NA,1,0,1,0,1,0,NA,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,1,1,0,0,0,1,1,1,1,NA,0,0,0,1,1,0
395,0,0,0,0,NA,0,0,0,0,NA,0,0,0,1,1,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,NA,0,1,NA,0,1,0,NA,1,0,1,1,NA,1,0,1,1,1,1,1,1,0,0,1,1,0,0,NA,0,NA,1,0,0,0,0,0,0,1,1,1,NA,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0,1,0,NA,NA,1,NA,0,0,NA,1,1,1,0,0,1
396,1,1,0,0,1,1,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,1,0,1,1,0,1,NA,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,1,1,0,1,1,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
397,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,0,NA,1,1,1,NA,1,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,1,1,0,1,0,1,0,0,1,1,0,1,0,0,0,0,NA,1,1,0,0,0,1,0,1,1,1,1,1,0,1,1,1,0,NA,1,1,1,0,NA,1,1,0,NA,1,1
401,1,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,NA,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,NA,0,0,0,NA,0,0,1,1,1,0,1,0,1,1,0,0,1,1,0,0,1,NA,1,0,1,0,1,1,1,1,1,0,0,NA,1,1,1,0,NA,0,1,1,0,0,0
402,0,NA,0,NA,0,1,0,0,1,1,0,0,1,0,0,1,1,1,1,1,1,0,1,0,0,1,1,1,1,NA,1,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,1,1,1,0,1,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,0,0,0,NA,1,1,0,1,0,0,1,0,0,0,0
403,0,0,1,0,1,0,0,0,1,1,0,NA,0,1,0,1,0,1,1,0,1,1,0,1,0,0,0,1,1,0,1,0,NA,0,0,0,0,0,1,0,0,NA,1,0,1,1,1,1,1,1,1,0,NA,1,0,0,1,1,0,0,0,0,1,0,1,1,1,NA,NA,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,NA,1,0,1,0,1,1,1,0,0,1,0
404,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1,NA,1,NA,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,NA,0,0,0,1,1,0,0,1,1,0,0,0,1,1,1,1,0,0,1,0,0,NA,1,0,1,1,1,0,1,0,1,0,0,0,1,0,1,0,NA,1,0,0,0,1,1
405,0,0,1,1,1,1,0,0,1,0,0,1,1,1,NA,0,1,0,0,0,1,1,1,0,0,0,1,1,0,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,0,0,1,1,0,1,0,0,0,1,1,1,0,1,1,0,NA,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,0,1,0,0,0,1,1,0,0,1,1,0,1,0,0,0,NA,0,1,0,0,0,0,1,0,0,0,NA,0
406,0,1,0,0,1,NA,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,1,1,1,0,NA,0,0,1,1,1,0,0,1,0,0,1,1,0,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,0,0,1,1,1,NA,1,1,1,1,0,NA,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,1,1,1,1,0,0,0,NA,1,0,0,0,0,0,1,0,0,1,1,0
407,0,0,0,1,1,0,1,0,NA,1,0,1,1,0,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0,1,1,1,0,1,1,0,0,0,1,0,1,1,NA,0,0,1,1,0,1,0,1,1,0,1,0,1,0,0,0,NA,1,0,0,0,0,0,0,0,1,1,NA,0,1,1,0,0,NA,1,1,0,0,NA,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,NA,0,0,0,1,1,0
408,0,0,1,1,0,0,0,NA,NA,1,0,1,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1,1,0,0,NA,0,0,NA,1,0,0,0,1,0,NA,1,NA,0,1,1,1,1,0,0,1,0,0,1,NA,1,0,NA,0,NA,0,NA,NA,1,0,0,0,1,1,0,NA,0,0,0,1,0,NA,1,0,0,0,NA,1,0,1,1,1,0,0,1,1,0,0,NA,0,NA,0,0,NA,1,0,1,0,1,1
409,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,NA,0,0,0,0,1,0,1,1,NA,1,1,1,1,1,1,0,0,0,0,1,0,1,1,1,0,NA,1,0,0,0,1,0,0,0,1,0,1,0,1,1,1,1,0,0,0,1,0,NA,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,NA,0,1,0,0,0,1
410,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,NA,1,0,1,0,1,0,1,1,1,1,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,1,1,1,1,1,1,1,0,1,0,0,0,0,1,NA,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,1,0,NA,0,NA,1,0,NA,1,1,0,NA,0,0
411,0,0,1,0,0,0,1,0,1,0,0,1,1,1,1,1,1,0,1,NA,1,1,0,0,0,1,1,0,1,1,0,1,0,1,1,0,0,0,1,1,0,1,1,0,1,0,1,1,0,0,1,0,0,0,0,1,1,0,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,1,1,1,0,0,1,0,0,1,1,1,1,0,0,0,1,0,0,1,0
412,0,0,1,0,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,1,1,1,1,0,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,NA,0,0,0,1,0,0,0,1,0,1,1,0,0,1,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0
413,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,1,1,0,1,1,1,0,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,1,NA,0,0,1,0,1,1,1,1,NA,0,0,1,1,0,1,0,1,0,0,1,0
414,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,1,1,1,0,NA,1,1,1,0,0,0,1,0,NA,0,1,1,0,0,1,1,0,1,0,NA,0,0,0,0,1,1,1,0,1,0,0,0,0,0
415,0,0,1,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,1,0,1,1,0,1,0,1,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,1,1,1,1,0,1,1,0,1,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
416,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,1,1,NA,1,1,1,0,1,0,0,1,0,0,1,0,1,1,1,0,NA,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0,0,0,NA,1,0,0,1,0,0,0,1,1,0,0,0,0,NA,0,0,NA,1,0,0,0,1,1
